PassengerId,Survived,Pclass,Sex,Age,AgeGroup,Fare,Embarked,FamilySize,IsAlone,Title,CabinKnown,TicketGroupSize,FarePerPerson
689,0,3,male,18.0,Young Adult,7.7958,S,1,1,Mr,0,1,7.7958
690,1,1,female,15.0,Teen,211.3375,S,2,0,Miss,1,4,52.834375
691,1,1,male,31.0,Young Adult,57.0,S,2,0,Mr,1,2,28.5
692,1,3,female,4.0,Child,13.4167,C,2,0,Miss,0,2,6.70835
693,1,3,male,20.0,Young Adult,56.4958,S,1,1,Mr,0,8,7.061975
694,0,3,male,25.0,Young Adult,7.225,C,1,1,Mr,0,1,7.225
695,0,1,male,60.0,Senior,26.55,S,1,1,Rare,0,1,26.55
696,0,2,male,52.0,Adult,13.5,S,1,1,Mr,0,1,13.5
697,0,3,male,44.0,Adult,8.05,S,1,1,Mr,0,1,8.05
698,1,3,female,1.0,Child,7.7333,Q,1,1,Miss,0,1,7.7333
699,0,1,male,49.0,Adult,110.8833,C,3,0,Mr,1,4,27.720825
700,0,3,male,42.0,Adult,7.65,S,1,1,Mr,1,1,7.65
701,1,1,female,18.0,Young Adult,227.525,C,2,0,Mrs,1,5,45.505
702,1,1,male,35.0,Adult,26.2875,S,1,1,Mr,1,1,26.2875
703,0,3,female,18.0,Young Adult,14.4542,C,2,0,Miss,0,2,7.2271
704,0,3,male,25.0,Young Adult,7.7417,Q,1,1,Mr,0,1,7.7417
705,0,3,male,26.0,Young Adult,7.8542,S,2,0,Mr,0,1,7.8542
706,0,2,male,39.0,Adult,26.0,S,1,1,Mr,0,2,13.0
707,1,2,female,45.0,Adult,13.5,S,1,1,Mrs,0,1,13.5
708,1,1,male,42.0,Adult,26.2875,S,1,1,Mr,1,1,26.2875
709,1,1,female,22.0,Young Adult,151.55,S,1,1,Miss,0,6,25.258333333333336
710,1,3,male,55.5,Adult,15.2458,C,3,0,Master,0,3,5.081933333333333
711,1,1,female,24.0,Young Adult,49.5042,C,1,1,Miss,1,1,49.5042
712,0,1,male,38.0,Adult,26.55,S,1,1,Mr,1,1,26.55
713,1,1,male,48.0,Adult,52.0,S,2,0,Mr,1,2,26.0
714,0,3,male,29.0,Young Adult,9.4833,S,1,1,Mr,0,1,9.4833
715,0,2,male,52.0,Adult,13.0,S,1,1,Mr,0,2,6.5
716,0,3,male,19.0,Young Adult,7.65,S,1,1,Mr,1,1,7.65
717,1,1,female,38.0,Adult,227.525,C,1,1,Miss,1,5,45.505
718,1,2,female,27.0,Young Adult,10.5,S,1,1,Miss,1,1,10.5
719,0,3,male,28.0,Young Adult,15.5,Q,1,1,Mr,0,2,7.75
720,0,3,male,33.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
721,1,2,female,6.0,Child,33.0,S,2,0,Miss,0,3,11.0
722,0,3,male,17.0,Teen,7.0542,S,2,0,Mr,0,1,7.0542
723,0,2,male,34.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
724,0,2,male,50.0,Adult,13.0,S,1,1,Mr,0,1,13.0
725,1,1,male,27.0,Young Adult,53.1,S,2,0,Mr,1,2,26.55
726,0,3,male,20.0,Young Adult,8.6625,S,1,1,Mr,0,1,8.6625
727,1,2,female,30.0,Young Adult,21.0,S,4,0,Mrs,0,2,10.5
728,1,3,female,29.0,Young Adult,7.7375,Q,1,1,Miss,0,1,7.7375
729,0,2,male,25.0,Young Adult,26.0,S,2,0,Mr,0,2,13.0
730,0,3,female,25.0,Young Adult,7.925,S,2,0,Miss,0,1,7.925
731,1,1,female,29.0,Young Adult,211.3375,S,1,1,Miss,1,4,52.834375
732,0,3,male,11.0,Child,18.7875,C,1,1,Mr,0,2,9.39375
733,0,2,male,24.0,Young Adult,0.0,S,1,1,Mr,0,1,0.0
734,0,2,male,23.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
735,0,2,male,23.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
736,0,3,male,28.5,Young Adult,16.1,S,1,1,Mr,0,2,8.05
737,0,3,female,48.0,Adult,34.375,S,5,0,Mrs,0,5,6.875
738,1,1,male,35.0,Adult,512.3292,C,1,1,Mr,1,4,128.0823
739,0,3,male,50.0,Adult,7.8958,S,1,1,Mr,0,1,7.8958
740,0,3,male,21.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
741,1,1,male,35.0,Adult,30.0,S,1,1,Mr,1,1,30.0
742,0,1,male,36.0,Adult,78.85,S,2,0,Mr,1,3,26.28333333333333
743,1,1,female,21.0,Young Adult,262.375,C,5,0,Miss,1,7,37.482142857142854
744,0,3,male,24.0,Young Adult,16.1,S,2,0,Mr,0,2,8.05
745,1,3,male,31.0,Young Adult,7.925,S,1,1,Mr,0,1,7.925
746,0,1,male,70.0,Senior,71.0,S,3,0,Rare,1,2,35.5
747,0,3,male,16.0,Teen,20.25,S,3,0,Mr,0,3,6.75
748,1,2,female,30.0,Young Adult,13.0,S,1,1,Miss,0,1,13.0
749,0,1,male,19.0,Young Adult,53.1,S,2,0,Mr,1,2,26.55
750,0,3,male,31.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
751,1,2,female,4.0,Child,23.0,S,3,0,Miss,0,3,7.666666666666667
752,1,3,male,6.0,Child,12.475,S,2,0,Master,1,2,6.2375
753,0,3,male,33.0,Young Adult,9.5,S,1,1,Mr,0,1,9.5
754,0,3,male,23.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
755,1,2,female,48.0,Adult,65.0,S,4,0,Mrs,0,5,13.0
756,1,2,male,0.67,Child,14.5,S,3,0,Master,0,2,7.25
757,0,3,male,28.0,Young Adult,7.7958,S,1,1,Mr,0,1,7.7958
758,0,2,male,18.0,Young Adult,11.5,S,1,1,Mr,0,1,11.5
759,0,3,male,34.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
760,1,1,female,33.0,Young Adult,86.5,S,1,1,Rare,1,3,28.833333333333332
761,0,3,male,16.0,Teen,14.5,S,1,1,Mr,0,2,7.25
762,0,3,male,41.0,Adult,7.125,S,1,1,Mr,0,1,7.125
763,1,3,male,20.0,Young Adult,7.2292,C,1,1,Mr,0,1,7.2292
764,1,1,female,36.0,Adult,120.0,S,4,0,Mrs,1,4,30.0
765,0,3,male,16.0,Teen,7.775,S,1,1,Mr,0,1,7.775
766,1,1,female,51.0,Adult,77.9583,S,2,0,Mrs,1,3,25.986099999999997
767,0,1,male,54.0,Adult,39.6,C,1,1,Rare,0,1,39.6
768,0,3,female,30.5,Young Adult,7.75,Q,1,1,Miss,0,1,7.75
769,0,3,male,26.0,Young Adult,24.15,Q,2,0,Mr,0,3,8.049999999999999
770,0,3,male,32.0,Young Adult,8.3625,S,1,1,Mr,0,1,8.3625
771,0,3,male,24.0,Young Adult,9.5,S,1,1,Mr,0,1,9.5
772,0,3,male,48.0,Adult,7.8542,S,1,1,Mr,0,1,7.8542
773,0,2,female,57.0,Adult,10.5,S,1,1,Mrs,1,2,5.25
774,0,3,male,40.0,Adult,7.225,C,1,1,Mr,0,1,7.225
775,1,2,female,54.0,Adult,23.0,S,5,0,Mrs,0,2,11.5
776,0,3,male,18.0,Young Adult,7.75,S,1,1,Mr,0,1,7.75
777,0,3,male,24.0,Young Adult,7.75,Q,1,1,Mr,1,1,7.75
778,1,3,female,5.0,Child,12.475,S,1,1,Miss,0,2,6.2375
779,0,3,male,20.0,Young Adult,7.7375,Q,1,1,Mr,0,1,7.7375
780,1,1,female,43.0,Adult,211.3375,S,2,0,Mrs,1,4,52.834375
781,1,3,female,13.0,Teen,7.2292,C,1,1,Miss,0,1,7.2292
782,1,1,female,17.0,Teen,57.0,S,2,0,Mrs,1,2,28.5
783,0,1,male,29.0,Young Adult,30.0,S,1,1,Mr,1,1,30.0
784,0,3,male,16.0,Teen,23.45,S,4,0,Mr,0,4,5.8625
785,0,3,male,25.0,Young Adult,7.05,S,1,1,Mr,0,1,7.05
786,0,3,male,25.0,Young Adult,7.25,S,1,1,Mr,0,1,7.25
787,1,3,female,18.0,Young Adult,7.4958,S,1,1,Miss,0,1,7.4958
788,0,3,male,8.0,Child,29.125,Q,6,0,Master,0,6,4.854166666666667
789,1,3,male,1.0,Child,20.575,S,4,0,Master,0,4,5.14375
790,0,1,male,46.0,Adult,79.2,C,1,1,Mr,1,2,39.6
791,0,3,male,42.0,Adult,7.75,Q,1,1,Mr,0,1,7.75
792,0,2,male,16.0,Teen,26.0,S,1,1,Mr,0,2,13.0
793,0,3,female,13.0,Teen,69.55,S,11,0,Miss,0,11,6.322727272727272
794,0,1,male,50.0,Adult,30.6958,C,1,1,Mr,0,1,30.6958
795,0,3,male,25.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
796,0,2,male,39.0,Adult,13.0,S,1,1,Mr,0,1,13.0
797,1,1,female,49.0,Adult,25.9292,S,1,1,Rare,1,1,25.9292
798,1,3,female,31.0,Young Adult,8.6833,S,1,1,Mrs,0,1,8.6833
799,0,3,male,30.0,Young Adult,7.2292,C,1,1,Mr,0,1,7.2292
800,0,3,female,30.0,Young Adult,24.15,S,3,0,Mrs,0,3,8.049999999999999
801,0,2,male,34.0,Young Adult,13.0,S,1,1,Mr,0,2,6.5
802,1,2,female,31.0,Young Adult,26.25,S,3,0,Mrs,0,3,8.75
803,1,1,male,11.0,Child,120.0,S,4,0,Master,1,4,30.0
804,1,3,male,0.42,Child,8.5167,C,2,0,Master,0,2,4.25835
805,1,3,male,27.0,Young Adult,6.975,S,1,1,Mr,0,1,6.975
806,0,3,male,31.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
807,0,1,male,39.0,Adult,0.0,S,1,1,Mr,1,1,0.0
808,0,3,female,18.0,Young Adult,7.775,S,1,1,Miss,0,1,7.775
809,0,2,male,39.0,Adult,13.0,S,1,1,Mr,0,1,13.0
810,1,1,female,33.0,Young Adult,53.1,S,2,0,Mrs,1,2,26.55
811,0,3,male,26.0,Young Adult,7.8875,S,1,1,Mr,0,1,7.8875
812,0,3,male,39.0,Adult,24.15,S,1,1,Mr,0,3,8.049999999999999
813,0,2,male,35.0,Adult,10.5,S,1,1,Mr,0,1,10.5
814,0,3,female,6.0,Child,31.275,S,7,0,Miss,0,7,4.4678571428571425
815,0,3,male,30.5,Young Adult,8.05,S,1,1,Mr,0,1,8.05
816,0,1,male,62.0,Senior,0.0,S,1,1,Mr,1,2,0.0
817,0,3,female,23.0,Young Adult,7.925,S,1,1,Miss,0,1,7.925
818,0,2,male,31.0,Young Adult,37.0042,C,3,0,Mr,0,3,12.334733333333332
819,0,3,male,43.0,Adult,6.45,S,1,1,Mr,0,1,6.45
820,0,3,male,10.0,Child,27.9,S,6,0,Master,0,6,4.6499999999999995
821,1,1,female,52.0,Adult,93.5,S,3,0,Mrs,1,4,23.375
822,1,3,male,27.0,Young Adult,8.6625,S,1,1,Mr,0,1,8.6625
823,0,1,male,38.0,Adult,0.0,S,1,1,Rare,0,1,0.0
824,1,3,female,27.0,Young Adult,12.475,S,2,0,Mrs,1,2,6.2375
825,0,3,male,2.0,Child,39.6875,S,6,0,Master,0,7,5.669642857142857
826,0,3,male,25.0,Young Adult,6.95,Q,1,1,Mr,0,1,6.95
827,0,3,male,19.0,Young Adult,56.4958,S,1,1,Mr,0,8,7.061975
828,1,2,male,1.0,Child,37.0042,C,3,0,Master,0,3,12.334733333333332
829,1,3,male,33.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
830,1,1,female,62.0,Senior,80.0,S,1,1,Mrs,1,2,40.0
831,1,3,female,15.0,Teen,14.4542,C,2,0,Mrs,0,2,7.2271
832,1,2,male,0.83,Child,18.75,S,3,0,Master,0,3,6.25
833,0,3,male,44.0,Adult,7.2292,C,1,1,Mr,0,1,7.2292
834,0,3,male,23.0,Young Adult,7.8542,S,1,1,Mr,0,1,7.8542
835,0,3,male,18.0,Young Adult,8.3,S,1,1,Mr,0,1,8.3
836,1,1,female,39.0,Adult,83.1583,C,3,0,Miss,1,3,27.71943333333333
837,0,3,male,21.0,Young Adult,8.6625,S,1,1,Mr,0,1,8.6625
838,0,3,male,30.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
839,1,3,male,32.0,Young Adult,56.4958,S,1,1,Mr,0,8,7.061975
840,1,1,male,24.0,Young Adult,29.7,C,1,1,Mr,1,1,29.7
841,0,3,male,20.0,Young Adult,7.925,S,1,1,Mr,0,1,7.925
842,0,2,male,16.0,Teen,10.5,S,1,1,Mr,0,2,5.25
843,1,1,female,30.0,Young Adult,31.0,C,1,1,Miss,0,2,15.5
844,0,3,male,34.5,Adult,6.4375,C,1,1,Mr,0,1,6.4375
845,0,3,male,17.0,Teen,8.6625,S,1,1,Mr,0,1,8.6625
846,0,3,male,42.0,Adult,7.55,S,1,1,Mr,0,1,7.55
847,0,3,male,34.0,Young Adult,69.55,S,11,0,Mr,0,11,6.322727272727272
848,0,3,male,35.0,Adult,7.8958,C,1,1,Mr,0,1,7.8958
849,0,2,male,28.0,Young Adult,33.0,S,2,0,Rare,0,3,11.0
850,1,1,female,24.0,Young Adult,89.1042,C,2,0,Mrs,1,2,44.5521
851,0,3,male,4.0,Child,31.275,S,7,0,Master,0,7,4.4678571428571425
852,0,3,male,74.0,Senior,7.775,S,1,1,Mr,0,1,7.775
853,0,3,female,9.0,Child,15.2458,C,3,0,Miss,0,3,5.081933333333333
854,1,1,female,16.0,Teen,39.4,S,2,0,Miss,1,2,19.7
855,0,2,female,44.0,Adult,26.0,S,2,0,Mrs,0,2,13.0
856,1,3,female,18.0,Young Adult,9.35,S,2,0,Mrs,0,2,4.675
857,1,1,female,45.0,Adult,164.8667,S,3,0,Mrs,0,4,41.216675
858,1,1,male,51.0,Adult,26.55,S,1,1,Mr,1,1,26.55
859,1,3,female,24.0,Young Adult,19.2583,C,4,0,Mrs,0,4,4.814575
860,0,3,male,7.0,Child,7.2292,C,1,1,Mr,0,1,7.2292
861,0,3,male,41.0,Adult,14.1083,S,3,0,Mr,0,2,7.05415
862,0,2,male,21.0,Young Adult,11.5,S,2,0,Mr,0,1,11.5
863,1,1,female,48.0,Adult,25.9292,S,1,1,Mrs,1,1,25.9292
864,0,3,female,2.0,Child,69.55,S,11,0,Miss,0,11,6.322727272727272
865,0,2,male,24.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
866,1,2,female,42.0,Adult,13.0,S,1,1,Mrs,0,1,13.0
867,1,2,female,27.0,Young Adult,13.8583,C,2,0,Miss,0,1,13.8583
868,0,1,male,31.0,Young Adult,50.4958,S,1,1,Mr,1,1,50.4958
869,0,3,male,45.0,Adult,9.5,S,1,1,Mr,0,1,9.5
870,1,3,male,4.0,Child,11.1333,S,3,0,Master,0,3,3.7111
871,0,3,male,26.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
872,1,1,female,47.0,Adult,52.5542,S,3,0,Mrs,1,2,26.2771
873,0,1,male,33.0,Young Adult,5.0,S,1,1,Mr,1,1,5.0
874,0,3,male,47.0,Adult,9.0,S,1,1,Mr,0,1,9.0
875,1,2,female,28.0,Young Adult,24.0,C,2,0,Mrs,0,2,12.0
876,1,3,female,15.0,Teen,7.225,C,1,1,Miss,0,1,7.225
877,0,3,male,20.0,Young Adult,9.8458,S,1,1,Mr,0,2,4.9229
878,0,3,male,19.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
879,0,3,male,16.0,Teen,7.8958,S,1,1,Mr,0,1,7.8958
880,1,1,female,56.0,Adult,83.1583,C,2,0,Mrs,1,3,27.71943333333333
881,1,2,female,25.0,Young Adult,26.0,S,2,0,Mrs,0,2,13.0
882,0,3,male,33.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
883,0,3,female,22.0,Young Adult,10.5167,S,1,1,Miss,0,1,10.5167
884,0,2,male,28.0,Young Adult,10.5,S,1,1,Mr,0,1,10.5
885,0,3,male,25.0,Young Adult,7.05,S,1,1,Mr,0,1,7.05
886,0,3,female,39.0,Adult,29.125,Q,6,0,Mrs,0,6,4.854166666666667
887,0,2,male,27.0,Young Adult,13.0,S,1,1,Rare,0,1,13.0
888,1,1,female,19.0,Young Adult,30.0,S,1,1,Miss,1,1,30.0
889,0,3,female,37.0,Adult,23.45,S,4,0,Miss,0,4,5.8625
890,1,1,male,26.0,Young Adult,30.0,C,1,1,Mr,1,1,30.0
891,0,3,male,32.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
